AZ,1982,4,108.22
AZ,1983,1,119.09
AZ,1983,2,119.22
AZ,1983,3,115.45
AZ,1983,4,113.37
AZ,1984,1,117.67
AZ,1984,2,121.89
AZ,1984,3,122.89
AZ,1984,4,122.39
AZ,1985,1,125.13
AZ,1985,2,125.55
AZ,1985,3,127.22
AZ,1985,4,128.99
AZ,1986,1,131.3
AZ,1986,2,135.31
AZ,1986,3,135.38
AZ,1986,4,133.14
AZ,1987,1,137.77
AZ,1987,2,136.6
AZ,1987,3,135.72
AZ,1987,4,133.38
AZ,1988,1,134.84
AZ,1988,2,136.07
AZ,1988,3,134.04
AZ,1988,4,134.47
AZ,1989,1,133.12
AZ,1989,2,132.61
AZ,1989,3,134.7
AZ,1989,4,133.91
AZ,1990,1,133.7
AZ,1990,2,132.83
AZ,1990,3,134
AZ,1990,4,132.7
AZ,1991,1,134.73
AZ,1991,2,135.69
AZ,1991,3,135.11
AZ,1991,4,139.13
AZ,1992,1,139.8
AZ,1992,2,139.5
AZ,1992,3,140.44
AZ,1992,4,141.29
AZ,1993,1,141.43
AZ,1993,2,143.14
AZ,1993,3,144.27
AZ,1993,4,146.17
AZ,1994,1,148.21
AZ,1994,2,150.27
AZ,1994,3,152.25
AZ,1994,4,153.98
AZ,1995,1,155.91
AZ,1995,2,158.73
AZ,1995,3,161.79
AZ,1995,4,163.84
AZ,1996,1,166.42
AZ,1996,2,166.74
AZ,1996,3,168.23
AZ,1996,4,169.69
AZ,1997,1,171.58
AZ,1997,2,172.41
AZ,1997,3,175.39
AZ,1997,4,178.14
AZ,1998,1,180.63
AZ,1998,2,182.13
AZ,1998,3,184.59
AZ,1998,4,186.75
AZ,1999,1,188.64
AZ,1999,2,191.03
AZ,1999,3,193.68
AZ,1999,4,195.52
AZ,2000,1,199.98
AZ,2000,2,202.23
AZ,2000,3,204.89
AZ,2000,4,207.93
AZ,2001,1,212.66
AZ,2001,2,215.93
AZ,2001,3,219.06
AZ,2001,4,221.16
AZ,2002,1,224.14
AZ,2002,2,227.13
AZ,2002,3,231.02
AZ,2002,4,233.68
AZ,2003,1,236.45
AZ,2003,2,238.93
AZ,2003,3,242.62
AZ,2003,4,250.84
AZ,2004,1,255.2
AZ,2004,2,264.26
AZ,2004,3,279.84
AZ,2004,4,291.27
AZ,2005,1,308.89
AZ,2005,2,340.83
AZ,2005,3,369.67
AZ,2005,4,395.42
AZ,2006,1,410.06
AZ,2006,2,418.83
AZ,2006,3,422.45
AZ,2006,4,426.02
AZ,2007,1,424.2
AZ,2007,2,420.57
AZ,2007,3,411.13
AZ,2007,4,404.27
AZ,2008,1,390.82
AZ,2008,2,368.13
AZ,2008,3,341.25
AZ,2008,4,329.27
AZ,2009,1,328.12
AZ,2009,2,304.58
AZ,2009,3,288.89
AZ,2009,4,280.22
AZ,2010,1,272.48
AZ,2010,2,262.98
AZ,2010,3,262.49
AZ,2010,4,255.88
AZ,2011,1,241.75
AZ,2011,2,229.85
AZ,2011,3,231.79
AZ,2011,4,236.93
AZ,2012,1,235.67
AZ,2012,2,238.66
AZ,2012,3,248.24
AZ,2012,4,255.75
AZ,2013,1,262.25
AZ,2013,2,274.13
AZ,2013,3,282.58
AZ,2013,4,290.4
AZ,2014,1,296.17
AZ,2014,2,301.37
AZ,2014,3,304.4
AZ,2014,4,309.45
AZ,2015,1,311.74
AZ,2015,2,318.53
AZ,2015,3,325.45
AZ,2015,4,329.75
AZ,2016,1,333.79
AZ,2016,2,340.81
AZ,2016,3,346.27
AZ,2016,4,351.87
AZ,2017,1,357.55
AZ,2017,2,367.18
AZ,2017,3,374.97
AZ,2017,4,378.88
AZ,2018,1,387.5
AZ,2018,2,395.5
AZ,2018,3,404.76
AZ,2018,4,409.2
AZ,2019,1,414.56
AZ,2019,2,422.74
AZ,2019,3,428.91
AZ,2019,4,436.09
AZ,2020,1,444.8
AZ,2020,2,452.54
AZ,2020,3,463.48
AZ,2020,4,478.55
CA,1975,1,41.68
CA,1975,2,42.78
CA,1975,3,44.31
CA,1975,4,45.86
CA,1976,1,47.83
CA,1976,2,50.28
CA,1976,3,53.58
CA,1976,4,55.56
CA,1977,1,58.02
CA,1977,2,63.03
CA,1977,3,67.97
CA,1977,4,70.68
CA,1978,1,73.24
CA,1978,2,76.03
CA,1978,3,78.65
CA,1978,4,81.78
CA,1979,1,84.87
CA,1979,2,88.63
CA,1979,3,93.09
CA,1979,4,96.45
CA,1980,1,100
CA,1980,2,102.88
CA,1980,3,106.58
CA,1980,4,108.46
CA,1981,1,110.47
CA,1981,2,112.95
CA,1981,3,116.36
CA,1981,4,117.6
CA,1982,1,104.74
CA,1982,2,107.61
CA,1982,3,105.17
CA,1982,4,115.95
CA,1983,1,116.81
CA,1983,2,117.51
CA,1983,3,117.34
CA,1983,4,117.87
CA,1984,1,119.58
CA,1984,2,120.22
CA,1984,3,121.77
CA,1984,4,122.89
CA,1985,1,124.61
CA,1985,2,126.44
CA,1985,3,129.26
CA,1985,4,130.68
CA,1986,1,132.35
CA,1986,2,134.9
CA,1986,3,137.86
CA,1986,4,141.22
CA,1987,1,144.84
CA,1987,2,148.39
CA,1987,3,153.08
CA,1987,4,157.44
CA,1988,1,163.16
CA,1988,2,169.89
CA,1988,3,177.98
CA,1988,4,187.74
CA,1989,1,196.51
CA,1989,2,206.2
CA,1989,3,218.08
CA,1989,4,224.95
CA,1990,1,227.73
CA,1990,2,228.46
CA,1990,3,230.39
CA,1990,4,228.85
CA,1991,1,228.73
CA,1991,2,227.31
CA,1991,3,227.3
CA,1991,4,228.98
CA,1992,1,227.76
CA,1992,2,225.41
CA,1992,3,224.97
CA,1992,4,222.86
CA,1993,1,219.41
CA,1993,2,217.52
CA,1993,3,215.67
CA,1993,4,214.4
CA,1994,1,212.27
CA,1994,2,207.15
CA,1994,3,204.08
CA,1994,4,201.17
CA,1995,1,199.83
CA,1995,2,201.74
CA,1995,3,204.06
CA,1995,4,203.73
CA,1996,1,203.7
CA,1996,2,201.14
CA,1996,3,200.75
CA,1996,4,201.79
CA,1997,1,202.74
CA,1997,2,204.77
CA,1997,3,208.84
CA,1997,4,212.48
CA,1998,1,217.12
CA,1998,2,221.87
CA,1998,3,227.74
CA,1998,4,232.12
CA,1999,1,235.63
CA,1999,2,239.66
CA,1999,3,245.14
CA,1999,4,250.36
CA,2000,1,261.25
